Time;Config;01 numAgents;02 totalFemaleAgents;03 totalMaleAgents;04 % FemaleAgents;05 % MaleAgents;06 numChildren;07 numActivePopulation;08 numOlds;09 % Olds;10 meanAge;11 MEAN SIMILARITY COUPLE;12 MEAN FRIENDSHIP (HERS) COUPLE;13 numAliveAdultsMarried;14 % AliveAdultsMarried;15 % AliveAdultsSingle;16 numCouples now;17 numMothersHadChildren (during simulation);18 numChildrenHadByAliveMothers (in simulation);19 meanNumChildrenPerMother (in simulation);20 meanIdeology;21 meanIdeologyLeft;22 % IdeologyLeft;23 meanIdeologyRight;24 % IdeologyRight;25 meanIdeologyCentre;26 % IdeologyCentre;27 meanIdeologyNoAnswer;28 % IdeologyNoAnswer;29 meanEducation;30 meanEconomy (StatusR);31 % religClassifECL;32 % religClassifLOW;33 % religClassifALT;34 % religClassifNON;35 meanAbortToleranceNo99;36 meanDivorceToleranceNo99;37 meanEuthaToleranceNo99;38 meanHomosexToleranceNo99;39 meanProsToleranceNo99;40 meanSuicToleranceNo99;41 meanChurchAttendance;42 populationGrowthWed May 07 00:36:24 BST 2008;PhB=100,Fuzzy S0:F0,FrsProb:1.0E-4:0.4,SimLims:2.5:1.1,Eq:11111,EVS-3000;3241.0;1385.0;1298.0;51.62;48.38;522;2085;634;23.32;49.49;0.68;0.01;1683;62.73;37.27;841.5;275;506.0;1.84;4.6;2.99;35.63;7.09;20.39;5.0;17.22;5.5;28.1;18.5;0.1;25.64;22.1;16.18;37.42;3.29;5.39;3.59;3.34;2.86;2.49;4.34;7.35Wed May 07 00:52:42 BST 2008;PhB=100,Fuzzy S0:F0,FrsProb:1.0E-4:0.4,SimLims:2.5:1.1,Eq:11111,EVS-3000;3271.0;1379.0;1299.0;51.49;48.51;557;2085;629;23.18;49.43;0.68;0.01;1671;62.4;37.6;835.5;296;538.0;1.82;4.61;2.99;35.66;7.09;20.5;5.0;17.1;5.5;28.08;18.5;0.11;25.62;22.18;16.32;37.23;3.29;5.41;3.59;3.35;2.87;2.5;4.34;8.35Wed May 07 00:59:29 BST 2008;PhB=100,Fuzzy S0:F0,FrsProb:1.0E-4:0.4,SimLims:2.5:1.1,Eq:11111,EVS-3000;3238.0;1378.0;1297.0;51.51;48.49;527;2085;626;23.09;49.36;0.68;0.01;1707;63.81;36.19;853.5;276;509.0;1.84;4.59;2.99;35.85;7.06;20.3;5.0;17.12;5.5;28.07;18.5;0.1;25.42;22.24;16.19;37.5;3.28;5.39;3.61;3.34;2.87;2.5;4.34;7.25Wed May 07 01:13:27 BST 2008;PhB=100,Fuzzy S0:F0,FrsProb:1.0E-4:0.4,SimLims:2.5:1.1,Eq:10111,EVS-3000;3184.0;1375.0;1295.0;51.5;48.5;478;2085;621;22.95;49.33;0.73;0.01;553;20.71;79.29;276.5;265;478.0;1.8;4.6;3.0;35.84;7.08;20.41;5.0;17.27;5.5;27.83;18.5;0.1;25.81;22.13;16.25;37.15;3.29;5.4;3.59;3.34;2.87;2.49;4.33;5.47
Wed May 07 01:16:44 BST 2008;PhB=100,Fuzzy S0:F0,FrsProb:1.0E-4:0.4,SimLims:2.5:1.1,Eq:10111,EVS-3000;3165.0;1379.0;1297.0;51.53;48.47;453;2085;627;23.12;49.37;0.74;0.01;534;19.96;80.04;267.0;251;453.0;1.8;4.59;2.99;35.72;7.07;20.37;5.0;17.12;5.5;28.14;18.5;0.1;25.45;22.46;16.33;37.11;3.28;5.39;3.58;3.34;2.87;2.5;4.34;4.84
Wed May 07 01:24:59 BST 2008;PhB=100,Fuzzy S0:F0,FrsProb:1.0E-4:0.4,SimLims:2.5:1.1,Eq:10111,EVS-3000;3149.0;1367.0;1298.0;51.29;48.71;448;2085;616;22.81;49.25;0.75;0.01;525;19.7;80.3;262.5;249;448.0;1.8;4.6;2.99;36.1;7.09;20.49;5.0;16.89;5.5;27.88;18.5;0.1;25.37;22.21;16.44;37.34;3.29;5.42;3.61;3.36;2.88;2.5;4.35;4.31
Wed May 07 01:28:40 BST 2008;PhB=100,Fuzzy S1:F1,FrsProb:1.0E-4:0.4,SimLims:2.5:1.1,Eq:10111,EVS-3000;3160.0;1377.0;1284.0;51.75;48.25;463;2085;612;22.69;49.23;0.73;0.74;536;20.14;79.86;268.0;255;463.0;1.82;4.6;2.99;35.81;7.06;20.63;5.0;17.14;5.5;27.77;18.5;0.1;25.44;22.21;16.38;37.32;3.28;5.4;3.6;3.35;2.87;2.49;4.35;4.67
Wed May 07 01:34:53 BST 2008;PhB=100,Fuzzy S1:F1,FrsProb:1.0E-4:0.4,SimLims:2.5:0.95,Eq:10111,EVS-3000;3186.0;1376.0;1303.0;51.36;48.64;471;2085;630;23.2;49.39;0.78;0.82;527;19.67;80.33;263.5;257;471.0;1.83;4.6;2.98;35.61;7.06;20.68;5.0;17.06;5.5;28.0;18.5;0.1;25.53;22.21;16.31;37.29;3.27;5.39;3.59;3.35;2.87;2.48;4.33;5.53
Wed May 07 01:42:38 BST 2008;PhB=100,Fuzzy S1:F1,FrsProb:1.0E-4:0.4,SimLims:2.5:0.95,Eq:11111,EVS-3000;3278.0;1376.0;1301.0;51.4;48.6;565;2085;628;23.15;49.39;0.7;0.43;1717;64.14;35.86;858.5;294;547.0;1.86;4.62;2.99;35.6;7.09;20.73;5.0;17.11;5.5;27.9;18.5;0.1;25.89;22.04;16.25;37.17;3.27;5.37;3.58;3.34;2.86;2.49;4.33;8.58
Wed May 07 01:56:22 BST 2008;PhB=100,Fuzzy S1:F1,FrsProb:0.0:0.01,SimLims:1.75:0.7,Eq:11111,EVS-3000;3463.0;1376.0;1293.0;51.55;48.45;758;2085;620;22.92;49.29;0.83;0.95;1942;72.76;27.24;971.0;398;748.0;1.88;4.6;2.99;35.93;7.09;20.42;5.0;17.09;5.5;27.91;18.5;0.1;25.67;22.22;16.04;37.43;3.29;5.41;3.6;3.35;2.88;2.5;4.33;14.71
Wed May 07 01:59:10 BST 2008;PhB=100,Fuzzy S0:F0,FrsProb:0.0:0.01,SimLims:1.75:0.7,Eq:11111,EVS-3000;3147.0;1382.0;1298.0;51.57;48.43;431;2085;631;23.23;49.48;0.9;0.01;985;36.75;63.25;492.5;226;425.0;1.88;4.6;2.99;35.78;7.07;20.49;5.0;17.28;5.5;27.8;18.5;0.1;25.75;22.09;16.34;37.16;3.28;5.39;3.6;3.33;2.87;2.49;4.33;4.24
Wed May 07 02:03:20 BST 2008;PhB=100,Fuzzy S0:F1,FrsProb:0.0:0.01,SimLims:1.75:0.7,Eq:11111,EVS-3000;3172.0;1381.0;1300.0;51.51;48.49;455;2085;632;23.26;49.42;0.89;0.95;1032;38.49;61.51;516.0;239;455.0;1.9;4.59;2.98;35.73;7.09;20.25;5.0;17.38;5.5;27.97;18.5;0.09;25.55;22.27;16.34;37.19;3.28;5.39;3.57;3.34;2.87;2.49;4.34;5.07
Wed May 07 02:23:49 BST 2008;PhB=100,Fuzzy S1:F1,FrsProb:0.0:0.01,SimLims:1.75:0.7,Eq:10111,EVS-3000;3378.0;1389.0;1302.0;51.62;48.38;651;2085;642;23.54;49.57;0.87;1.0;773;28.73;71.27;386.5;352;651.0;1.85;4.61;2.99;35.67;7.1;20.66;5.0;16.8;5.5;28.21;18.5;0.1;25.68;22.15;16.24;37.27;3.27;5.39;3.6;3.33;2.87;2.49;4.33;11.89
Wed May 07 02:26:30 BST 2008;PhB=100,Fuzzy S0:F0,FrsProb:0.0:0.01,SimLims:1.75:0.7,Eq:10111,EVS-3000;3057.0;1383.0;1289.0;51.76;48.24;349;2085;623;23.01;49.31;0.9;0.01;430;16.09;83.91;215.0;190;349.0;1.84;4.59;2.99;35.78;7.06;20.36;5.0;16.99;5.5;28.22;18.5;0.1;25.64;22.27;16.35;37.09;3.28;5.4;3.59;3.34;2.86;2.48;4.33;1.26
