v3;v28;v30;v31;v32;v33;v34;v35;v37;v135;v178;v179;v181;v182;v183;v184;v185;v186;v187;v188;v189;v190;v191;v197;v198;v199;v200;v201;v202;v210;v214;v216;v218;edad;añonac;v89;v90;TIPORELI;order;moresay;prices;speech;maneras;indep;trduro;respon;imag;toleran;ahorro;determi;ferelig;noego;obedien;intpoli;menosdin;INDIV;AUTOEXPR;STATUSR;v123
1.460;2;3;3;3;1;3;1;1;3;2;1;2;1;1;1;1;2;2;2;2;5;1;10;5;5;5;1;1;3;1;28;21;28.00;1.953;6;#¡NULO!;2.00;0.00;1.00;0.00;2.00;0.00;1.00;0.00;0.00;1.00;0.00;0.00;0.00;1.00;1.00;1.00;3.00;1.00;2.58813;-2.51067;0.73;8
1.461;1;2;3;3;3;3;1;2;1;3;1;1;2;1;2;#¡NULO!;2;1;2;2;5;1;1;1;1;1;1;1;98;2;33;16;33.00;1.948;1;2;1.00;2.00;0.00;1.00;0.00;1.00;0.00;0.00;0.00;0.00;0.00;1.00;0.00;0.00;0.00;1.00;2.00;3.00;-0.85647;-1.20384;-0.04;8
1.462;3;3;2;3;3;3;3;2;3;1;1;4;2;#¡NULO!;#¡NULO!;1;#¡NULO!;#¡NULO!;#¡NULO!;#¡NULO!;2;2;1;3;2;5;10;2;2;1;51;17;51.00;1.930;1;4;4.00;2.00;0.00;1.00;0.00;1.00;0.00;0.00;1.00;0.00;1.00;0.00;0.00;0.00;0.00;1.00;3.00;3.00;-1.05602;0.89714;-0.82;4
1.463;3;3;3;3;3;3;3;2;2;2;1;2;1;1;1;1;1;1;1;1;7;1;1;1;1;3;4;2;1;2;48;14;48.00;1.933;1;4;1.00;1.00;0.00;2.00;0.00;1.00;0.00;1.00;1.00;0.00;0.00;0.00;0.00;1.00;0.00;1.00;1.00;3.00;-1.32494;-0.79711;0.19;5
1.464;1;3;3;3;3;3;1;1;1;2;1;2;1;1;1;1;1;1;1;1;8;1;1;1;1;1;1;1;4;1;43;14;43.00;1.938;1;3;1.00;2.00;1.00;0.00;0.00;1.00;0.00;1.00;1.00;0.00;0.00;0.00;0.00;1.00;0.00;1.00;3.00;3.00;-1.19654;1.16914;-0.59;10
1.465;1;3;3;3;3;3;1;1;2;2;1;3;1;1;#¡NULO!;#¡NULO!;1;1;1;1;7;#¡NULO!;1;1;3;8;1;1;1;2;36;21;36.00;1.945;1;2;2.00;2.00;0.00;1.00;0.00;1.00;0.00;0.00;1.00;1.00;0.00;0.00;0.00;0.00;0.00;1.00;3.00;3.00;-0.26773;-0.06094;1.82;6
1.466;1;3;3;3;3;3;1;1;1;2;1;2;1;1;1;#¡NULO!;1;1;1;1;7;1;1;1;1;1;1;1;4;1;50;18;50.00;1.931;1;3;1.00;2.00;0.00;1.00;0.00;1.00;0.00;1.00;1.00;0.00;0.00;0.00;0.00;1.00;0.00;1.00;3.00;3.00;-1.39225;0.29869;0.60;8
1.467;1;3;3;3;3;3;1;2;1;2;1;2;1;1;#¡NULO!;1;1;1;1;1;8;1;1;1;1;1;1;1;1;2;51;14;51.00;1.930;1;4;1.00;1.00;0.00;2.00;0.00;1.00;0.00;1.00;1.00;0.00;0.00;0.00;0.00;1.00;0.00;1.00;2.00;3.00;-1.20237;-0.58906;0.30;8
1.468;1;3;3;3;3;3;3;3;1;2;1;2;1;1;2;1;1;1;1;1;7;1;1;1;1;1;1;1;98;2;57;14;57.00;1.924;1;5;1.00;1.00;0.00;2.00;0.00;1.00;0.00;1.00;1.00;0.00;0.00;0.00;0.00;1.00;0.00;1.00;1.00;3.00;-1.32494;-0.79711;-1.56;7
1.469;1;3;3;3;3;3;1;3;1;1;1;1;1;1;#¡NULO!;1;1;1;1;1;8;1;1;1;1;1;1;1;98;2;66;12;66.00;1.915;1;5;1.00;2.00;0.00;1.00;0.00;1.00;0.00;1.00;0.00;0.00;0.00;0.00;0.00;1.00;0.00;1.00;1.00;2.00;-1.50468;-1.18300;-1.55;7
1.470;3;3;3;3;3;3;3;2;3;2;1;7;2;1;2;2;2;2;2;2;4;2;1;2;3;7;1;2;1;1;23;18;23.00;1.958;6;#¡NULO!;4.00;2.00;0.00;0.00;1.00;1.00;1.00;0.00;1.00;1.00;0.00;0.00;0.00;0.00;0.00;0.00;2.00;2.00;0.90420;-0.14317;0.64;6
1.471;3;3;3;3;3;3;1;2;3;2;1;6;2;1;2;2;1;2;2;2;5;2;1;1;4;8;1;3;2;2;19;21;19.00;1.962;6;#¡NULO!;4.00;2.00;1.00;0.00;0.00;0.00;1.00;0.00;1.00;1.00;0.00;0.00;0.00;0.00;0.00;0.00;2.00;3.00;1.04967;0.65363;-0.56;3
1.472;2;1;3;1;1;3;1;1;3;1;1;4;#¡NULO!;1;#¡NULO!;2;2;2;2;2;5;1;4;2;4;4;4;5;77;2;19;21;19.00;1.962;6;#¡NULO!;4.00;0.00;2.00;1.00;0.00;0.00;0.00;0.00;1.00;1.00;0.00;1.00;0.00;0.00;0.00;1.00;3.00;1.00;1.28853;-1.23421;-0.80;3
1.473;1;3;3;3;3;3;3;2;2;2;1;2;1;2;1;1;1;2;2;1;4;2;1;1;1;3;2;3;98;1;71;21;71.00;1.910;5;2;1.00;2.00;0.00;0.00;1.00;1.00;0.00;0.00;1.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;1.00;1.00;-0.29720;-0.34070;0.87;8
1.474;3;3;3;3;3;3;3;2;3;1;1;3;1;2;1;2;#¡NULO!;2;2;1;5;1;2;5;5;3;5;2;98;1;37;12;37.00;1.944;6;#¡NULO!;3.00;2.00;1.00;0.00;0.00;1.00;1.00;0.00;0.00;0.00;1.00;0.00;0.00;1.00;0.00;0.00;4.00;1.00;-0.04554;0.59474;-0.67;7
1.475;3;3;3;3;3;3;1;1;3;2;1;2;1;1;1;2;1;2;2;2;6;1;3;8;8;9;2;6;2;2;25;14;25.00;1.956;1;#¡NULO!;2.00;0.00;2.00;0.00;1.00;1.00;0.00;1.00;0.00;0.00;0.00;1.00;1.00;0.00;0.00;0.00;1.00;2.00;0.91012;-1.08968;-0.78;4
1.476;2;3;3;3;3;3;1;1;3;1;1;3;2;2;1;2;1;1;1;1;6;1;5;5;1;2;2;5;1;1;38;16;38.00;1.943;1;1;4.00;1.00;0.00;2.00;0.00;0.00;0.00;1.00;0.00;1.00;1.00;0.00;0.00;0.00;1.00;0.00;2.00;2.00;0.75520;-2.56524;-0.88;6
1.477;1;3;3;3;3;3;1;3;1;2;1;2;1;1;2;#¡NULO!;#¡NULO!;2;2;1;6;1;3;4;1;1;3;2;98;2;60;14;60.00;1.921;1;#¡NULO!;1.00;2.00;0.00;0.00;1.00;1.00;1.00;1.00;0.00;0.00;1.00;0.00;0.00;0.00;0.00;0.00;1.00;3.00;-0.18345;0.40729;-0.57;7
1.478;3;3;3;3;3;3;3;2;3;2;1;2;1;1;2;#¡NULO!;2;1;1;2;8;2;2;2;2;3;2;8;98;1;54;12;54.00;1.927;1;1;2.00;2.00;1.00;0.00;0.00;1.00;0.00;1.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;2.00;1.00;-0.51697;-0.39591;-1.79;6
1.479;2;3;3;3;3;3;1;1;3;2;1;3;2;#¡NULO!;1;1;2;1;2;#¡NULO!;3;1;1;1;1;1;1;2;4;2;27;18;27.00;1.954;1;1;4.00;2.00;1.00;0.00;0.00;0.00;1.00;0.00;1.00;0.00;1.00;0.00;1.00;0.00;0.00;0.00;3.00;1.00;0.81268;0.64508;2.52;7
1.480;1;3;3;3;3;3;1;2;3;2;1;1;1;2;1;#¡NULO!;2;1;2;1;6;1;5;4;6;5;2;2;1;2;42;12;42.00;1.939;1;3;2.00;1.00;2.00;0.00;0.00;0.00;0.00;1.00;1.00;0.00;0.00;1.00;0.00;1.00;0.00;1.00;2.00;1.00;-0.27101;-0.40293;-0.72;7
1.481;3;3;3;3;3;3;3;2;2;1;1;2;1;1;2;1;2;2;2;2;4;2;1;3;4;2;#¡NULO!;3;1;1;69;17;69.00;1.912;1;6;1.00;2.00;1.00;0.00;0.00;1.00;0.00;0.00;1.00;0.00;1.00;1.00;0.00;0.00;0.00;0.00;2.00;3.00;-0.65153;1.11859;0.09;5
1.482;3;3;3;3;2;3;3;2;2;1;1;2;1;1;1;1;2;1;1;1;6;1;1;1;3;3;10;1;1;1;58;21;58.00;1.923;1;4;1.00;2.00;0.00;1.00;0.00;0.00;0.00;0.00;1.00;1.00;0.00;0.00;0.00;1.00;0.00;0.00;2.00;3.00;-0.01236;-0.04342;0.87;5
1.483;1;3;3;3;3;3;1;3;1;2;1;2;1;1;#¡NULO!;1;1;1;1;1;8;1;1;1;1;1;1;1;98;2;66;14;66.00;1.915;1;4;1.00;1.00;0.00;2.00;0.00;1.00;0.00;1.00;1.00;0.00;0.00;0.00;0.00;1.00;0.00;1.00;1.00;3.00;-1.32494;-0.79711;-0.39;5
1.484;3;3;3;3;3;3;3;2;3;2;1;7;2;1;2;2;2;2;2;2;3;2;1;1;3;7;1;2;2;1;19;21;19.00;1.962;6;#¡NULO!;4.00;0.00;2.00;0.00;1.00;0.00;1.00;0.00;1.00;1.00;0.00;0.00;0.00;0.00;0.00;0.00;2.00;3.00;2.27987;0.65563;1.79;3
1.485;3;3;3;3;1;3;3;1;3;2;1;3;2;1;2;2;2;2;1;2;3;2;1;1;5;5;1;2;77;2;23;21;23.00;1.958;1;1;4.00;0.00;1.00;0.00;2.00;0.00;1.00;0.00;1.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;3.00;3.00;2.03008;0.81431;0.87;4
1.486;1;3;3;3;3;3;3;3;1;1;1;2;1;1;1;1;1;1;1;1;8;1;1;1;1;1;1;1;98;2;66;12;66.00;1.915;1;4;1.00;1.00;0.00;2.00;0.00;1.00;0.00;1.00;1.00;0.00;0.00;0.00;0.00;1.00;0.00;1.00;1.00;3.00;-1.32494;-0.79711;-1.91;5
1.487;1;3;3;3;3;3;3;2;1;2;1;2;1;1;#¡NULO!;1;1;1;1;1;7;1;1;1;1;1;1;1;1;2;51;14;51.00;1.930;1;3;1.00;1.00;0.00;2.00;0.00;1.00;0.00;0.00;1.00;1.00;0.00;0.00;0.00;0.00;0.00;0.00;2.00;3.00;0.21785;-0.74709;-0.04;6
1.488;3;3;3;3;3;3;3;2;4;2;1;7;2;1;#¡NULO!;2;2;2;2;#¡NULO!;4;2;1;1;4;6;1;2;2;2;36;18;36.00;1.945;1;2;4.00;0.00;1.00;0.00;2.00;0.00;1.00;0.00;1.00;1.00;0.00;0.00;0.00;0.00;0.00;0.00;3.00;3.00;2.61632;0.48419;0.30;3
1.489;3;1;3;3;3;3;3;3;3;3;1;2;1;1;1;1;1;1;1;1;6;1;2;3;2;2;6;3;98;2;31;14;31.00;1.950;1;2;2.00;1.00;2.00;0.00;0.00;1.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;1.00;3.00;1.00;0.03094;-0.17839;0.19;6
1.490;3;3;1;3;3;3;3;2;4;1;10;7;3;2;2;2;2;2;2;2;1;2;1;1;3;4;1;2;2;1;29;16;29.00;1.952;1;2;4.00;1.00;0.00;0.00;2.00;0.00;1.00;1.00;1.00;1.00;0.00;0.00;0.00;0.00;0.00;1.00;2.00;3.00;1.47701;-0.13653;-0.82;4
1.491;3;3;3;3;3;3;3;2;3;2;1;7;2;1;2;2;2;2;2;2;2;2;1;1;2;1;1;2;1;1;68;16;68.00;1.913;1;5;4.00;2.00;0.00;1.00;0.00;1.00;1.00;0.00;1.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;2.00;3.00;-0.13993;0.13917;-1.36;5
1.492;3;3;3;3;3;3;3;1;4;1;1;7;2;#¡NULO!;#¡NULO!;1;2;2;2;2;3;2;1;4;3;10;10;5;2;1;71;12;71.00;1.910;1;4;4.00;1.00;2.00;0.00;0.00;0.00;1.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;3.00;3.00;1.17858;0.76013;-1.65;4
1.493;3;3;3;3;3;3;3;2;4;2;1;7;2;2;#¡NULO!;#¡NULO!;2;2;2;2;1;2;3;3;8;10;8;8;98;2;24;20;24.00;1.957;1;1;4.00;0.00;1.00;2.00;0.00;0.00;1.00;0.00;1.00;1.00;1.00;0.00;1.00;0.00;0.00;0.00;2.00;2.00;1.85294;-0.80933;-0.45;3
1.494;3;3;3;3;3;3;3;1;4;2;10;7;3;2;2;1;2;2;2;2;1;2;8;3;8;10;10;10;98;1;19;21;19.00;1.962;6;#¡NULO!;4.00;0.00;2.00;0.00;1.00;0.00;1.00;0.00;0.00;1.00;1.00;0.00;0.00;0.00;1.00;0.00;3.00;3.00;2.69669;-0.46511;1.65;2
1.495;3;3;3;3;3;3;3;1;2;1;1;2;1;1;1;1;2;2;2;1;6;1;1;1;1;3;1;2;4;1;36;17;36.00;1.945;1;1;1.00;2.00;0.00;1.00;0.00;0.00;0.00;0.00;1.00;0.00;0.00;0.00;0.00;1.00;1.00;0.00;2.00;1.00;-0.09007;-1.93397;-0.33;6
1.496;3;3;3;3;3;3;1;2;1;2;1;2;1;1;1;1;1;1;1;1;7;1;1;1;1;1;1;1;4;2;41;18;41.00;1.940;1;2;1.00;1.00;0.00;2.00;0.00;1.00;0.00;1.00;1.00;0.00;0.00;0.00;0.00;1.00;0.00;1.00;3.00;3.00;-1.07980;-0.38101;-0.24;8
1.497;3;3;3;3;3;3;3;2;3;1;1;3;2;1;2;1;2;2;2;1;4;2;1;1;2;4;4;1;1;1;29;13;29.00;1.952;1;1;4.00;2.00;1.00;0.00;0.00;0.00;0.00;1.00;0.00;0.00;1.00;1.00;0.00;0.00;1.00;0.00;2.00;3.00;0.03957;-0.88434;-1.70;5
1.498;3;3;3;3;3;3;3;2;1;2;1;2;1;1;1;1;1;1;1;1;6;1;1;1;1;1;1;1;98;2;56;15;56.00;1.925;1;3;1.00;1.00;0.00;2.00;0.00;1.00;0.00;1.00;1.00;0.00;0.00;1.00;0.00;1.00;0.00;0.00;1.00;3.00;-0.99359;-1.23806;-0.04;5
1.499;3;3;3;3;1;3;3;3;4;2;1;4;2;1;1;1;2;2;2;2;6;2;1;1;5;5;5;1;98;1;21;17;21.00;1.960;6;#¡NULO!;4.00;1.00;0.00;2.00;0.00;0.00;0.00;0.00;1.00;0.00;1.00;0.00;1.00;0.00;0.00;0.00;1.00;3.00;0.04676;-0.31126;-0.89;4
1.500;1;3;3;3;3;3;3;2;2;1;1;2;1;1;1;1;1;1;1;1;8;1;1;1;1;5;1;1;98;2;43;16;43.00;1.938;1;3;1.00;2.00;0.00;1.00;0.00;1.00;0.00;0.00;1.00;0.00;1.00;0.00;0.00;1.00;0.00;0.00;3.00;3.00;-1.08575;1.14858;0.20;8
1.501;1;3;3;3;3;3;1;2;1;2;1;2;1;1;1;1;1;1;1;1;7;1;1;1;2;1;1;1;98;2;57;14;57.00;1.924;1;3;1.00;2.00;0.00;1.00;0.00;1.00;0.00;1.00;0.00;0.00;0.00;0.00;0.00;1.00;0.00;1.00;1.00;3.00;-1.55299;-0.73983;-0.04;5
1.502;3;3;3;3;3;3;3;1;4;2;1;7;2;1;#¡NULO!;#¡NULO!;2;2;#¡NULO!;#¡NULO!;3;2;1;1;2;3;1;2;2;1;45;16;45.00;1.936;1;2;4.00;2.00;0.00;0.00;1.00;0.00;1.00;0.00;1.00;1.00;0.00;0.00;0.00;0.00;0.00;1.00;3.00;3.00;1.09042;0.28059;-0.57;3
1.503;1;3;3;3;3;3;1;2;1;2;1;2;1;1;1;1;1;1;1;1;5;1;1;1;2;1;1;1;98;2;47;16;47.00;1.934;1;3;1.00;1.00;0.00;2.00;0.00;1.00;0.00;1.00;1.00;0.00;0.00;0.00;0.00;0.00;0.00;1.00;1.00;3.00;-0.99952;-0.84695;-1.48;5
1.504;3;3;1;3;3;3;3;2;2;1;1;4;2;1;1;1;2;2;2;1;8;1;1;1;1;1;1;1;98;1;58;18;58.00;1.923;1;#¡NULO!;2.00;2.00;0.00;1.00;0.00;1.00;0.00;1.00;0.00;1.00;1.00;0.00;0.00;0.00;0.00;1.00;3.00;3.00;-0.59826;-0.07573;0.36;7
1.505;3;3;3;3;3;3;3;2;1;2;1;2;1;1;1;1;2;2;1;1;6;1;1;1;3;2;1;2;4;2;25;17;25.00;1.956;6;#¡NULO!;1.00;2.00;1.00;0.00;0.00;1.00;0.00;0.00;1.00;0.00;0.00;0.00;0.00;1.00;0.00;0.00;1.00;3.00;-0.93311;0.97497;0.35;5
1.506;3;3;3;3;3;3;3;3;3;2;10;7;2;1;#¡NULO!;2;2;2;2;2;4;2;1;3;2;2;3;4;98;1;21;18;21.00;1.960;6;#¡NULO!;4.00;2.00;0.00;1.00;0.00;1.00;0.00;0.00;0.00;0.00;1.00;1.00;0.00;0.00;1.00;0.00;1.00;3.00;-0.47350;-1.91665;-1.52;4
1.507;1;3;3;3;3;3;1;2;3;2;1;2;1;1;1;1;1;1;1;1;8;1;1;1;5;8;2;1;2;1;28;16;28.00;1.953;1;1;2.00;1.00;0.00;2.00;0.00;0.00;1.00;1.00;0.00;0.00;1.00;0.00;0.00;0.00;0.00;1.00;2.00;3.00;-0.04605;-0.78278;-1.51;4
1.508;1;3;3;3;3;3;3;2;2;1;1;1;2;1;1;1;2;2;1;1;7;1;1;3;4;2;1;3;98;2;42;14;42.00;1.939;1;4;1.00;2.00;0.00;1.00;0.00;1.00;0.00;0.00;0.00;0.00;1.00;1.00;0.00;0.00;0.00;0.00;1.00;3.00;-0.88541;-0.58232;-0.78;5
1.509;3;3;3;3;3;1;3;1;2;2;1;2;1;1;1;1;1;1;1;1;10;1;1;1;2;5;1;1;4;1;52;21;52.00;1.929;1;2;1.00;2.00;0.00;1.00;0.00;1.00;1.00;0.00;0.00;0.00;1.00;0.00;0.00;0.00;0.00;1.00;3.00;1.00;-0.33410;-0.73519;1.59;10
1.510;3;3;3;3;3;3;3;2;3;1;1;2;1;1;1;1;2;2;2;1;10;1;2;2;3;3;1;1;98;2;57;14;57.00;1.924;1;3;2.00;2.00;0.00;1.00;0.00;1.00;0.00;0.00;0.00;0.00;1.00;0.00;1.00;1.00;0.00;0.00;3.00;1.00;-0.57261;-0.64853;-1.27;8
1.511;3;3;3;3;3;3;3;3;1;1;1;2;1;1;1;1;1;1;1;1;10;1;1;1;1;1;1;1;98;2;78;14;78.00;1.903;5;2;1.00;1.00;0.00;2.00;0.00;1.00;0.00;1.00;1.00;0.00;0.00;0.00;0.00;1.00;0.00;1.00;1.00;3.00;-1.32494;-0.79711;-0.68;5
1.512;1;3;3;3;3;3;1;3;1;2;1;2;1;1;#¡NULO!;1;1;1;1;1;8;1;1;1;1;1;1;1;1;2;47;14;47.00;1.934;1;3;1.00;1.00;0.00;2.00;0.00;1.00;0.00;1.00;1.00;0.00;0.00;0.00;0.00;1.00;0.00;1.00;1.00;3.00;-1.32494;-0.79711;-0.68;5
1.513;1;3;3;3;3;3;3;2;1;2;1;2;1;1;#¡NULO!;1;1;1;1;1;8;1;1;1;1;1;1;1;1;1;36;12;36.00;1.945;1;3;1.00;2.00;0.00;1.00;0.00;1.00;0.00;1.00;1.00;0.00;1.00;0.00;0.00;0.00;0.00;1.00;1.00;3.00;-1.51404;0.46072;-0.42;6
1.514;1;3;3;3;3;3;3;2;1;2;1;2;1;1;#¡NULO!;1;1;1;1;1;8;1;1;1;1;1;1;1;4;2;41;14;41.00;1.940;1;2;1.00;1.00;0.00;2.00;0.00;1.00;0.00;1.00;1.00;0.00;0.00;0.00;0.00;1.00;0.00;1.00;1.00;3.00;-1.32494;-0.79711;-0.57;7
1.515;3;3;3;3;3;3;3;1;3;2;1;4;1;1;#¡NULO!;#¡NULO!;#¡NULO!;#¡NULO!;#¡NULO!;1;3;2;1;1;1;1;7;4;2;1;18;18;18.00;1.963;6;#¡NULO!;3.00;0.00;0.00;1.00;2.00;0.00;1.00;0.00;0.00;0.00;1.00;0.00;0.00;0.00;0.00;0.00;2.00;3.00;1.59414;-0.25864;-0.60;4
1.516;3;3;3;3;3;3;3;2;2;1;1;2;1;1;1;1;1;#¡NULO!;#¡NULO!;1;5;2;1;1;2;3;1;1;98;1;34;16;34.00;1.947;1;2;1.00;2.00;0.00;1.00;0.00;0.00;0.00;1.00;1.00;0.00;0.00;1.00;1.00;0.00;0.00;1.00;1.00;3.00;-0.53654;-1.12400;-0.86;5
1.517;3;3;3;3;3;3;3;2;3;2;1;2;1;1;1;1;1;2;1;2;6;2;1;3;4;6;10;5;98;1;18;21;18.00;1.963;6;#¡NULO!;2.00;0.00;1.00;2.00;0.00;0.00;1.00;0.00;0.00;0.00;1.00;0.00;0.00;0.00;0.00;1.00;1.00;3.00;0.55242;-0.77976;-0.57;4
1.518;2;3;3;3;3;3;1;3;2;2;1;2;1;1;1;1;1;1;1;2;6;2;2;2;3;2;1;1;98;2;55;14;55.00;1.926;1;2;1.00;1.00;0.00;2.00;0.00;0.00;1.00;0.00;1.00;0.00;0.00;0.00;0.00;0.00;1.00;0.00;1.00;1.00;0.96614;-2.99512;-1.48;6
1.519;1;3;3;3;3;3;1;2;4;1;1;2;2;1;1;#¡NULO!;#¡NULO!;2;1;2;5;1;4;5;5;3;5;2;1;2;25;16;25.00;1.956;6;#¡NULO!;4.00;2.00;0.00;1.00;0.00;0.00;0.00;1.00;0.00;0.00;0.00;0.00;1.00;0.00;0.00;0.00;3.00;3.00;0.05305;-0.48617;-0.76;6
1.520;1;3;3;3;3;3;1;3;2;3;1;2;1;1;1;1;2;1;1;1;6;2;1;3;3;1;3;4;98;1;71;14;71.00;1.910;1;4;1.00;1.00;0.00;2.00;0.00;0.00;0.00;0.00;1.00;0.00;0.00;0.00;0.00;0.00;0.00;1.00;2.00;1.00;-0.15980;-1.53078;-1.36;7
1.521;1;1;3;3;3;3;1;2;1;1;1;1;1;1;1;1;1;1;1;1;5;1;1;1;1;2;1;1;98;2;70;12;70.00;1.911;5;2;1.00;2.00;0.00;1.00;0.00;1.00;0.00;1.00;0.00;0.00;1.00;0.00;0.00;0.00;0.00;1.00;2.00;3.00;-1.30706;0.04635;-1.00;6
1.522;3;3;3;3;3;3;3;2;1;2;1;4;2;1;1;1;1;1;1;1;7;2;2;1;1;1;2;1;4;1;51;13;51.00;1.930;1;4;2.00;2.00;0.00;1.00;0.00;0.00;0.00;0.00;1.00;0.00;0.00;0.00;1.00;0.00;0.00;0.00;3.00;3.00;0.18152;0.15658;-1.00;4
1.523;3;3;3;3;3;3;3;2;1;1;1;1;1;1;1;1;1;1;1;1;5;1;2;2;3;1;1;4;98;2;72;12;72.00;1.909;1;5;1.00;1.00;0.00;2.00;0.00;0.00;1.00;0.00;1.00;1.00;1.00;0.00;0.00;0.00;0.00;0.00;3.00;3.00;1.08692;-0.06051;-0.78;10
1.524;3;3;3;3;3;3;3;2;1;2;1;2;1;1;1;1;2;2;1;1;6;1;1;1;1;2;2;2;98;2;21;17;21.00;1.960;6;#¡NULO!;1.00;2.00;0.00;1.00;0.00;0.00;0.00;0.00;0.00;1.00;0.00;1.00;0.00;0.00;0.00;0.00;3.00;3.00;0.55569;-1.15017;-0.72;#¡NULO!
1.525;1;1;3;3;3;3;3;2;2;2;1;1;2;1;1;1;1;1;1;1;5;2;3;1;1;2;2;2;98;1;62;21;62.00;1.919;1;#¡NULO!;1.00;2.00;0.00;1.00;0.00;0.00;1.00;0.00;1.00;0.00;0.00;1.00;1.00;0.00;0.00;0.00;3.00;3.00;0.75808;-0.60954;0.50;8
1.526;1;3;3;3;3;3;3;3;1;2;1;2;1;1;1;1;1;1;1;1;9;1;1;1;1;1;1;1;4;2;68;12;68.00;1.913;1;4;1.00;1.00;0.00;2.00;0.00;1.00;0.00;1.00;1.00;0.00;0.00;0.00;0.00;1.00;0.00;1.00;1.00;3.00;-1.32494;-0.79711;0.19;7
1.527;1;3;3;3;3;3;1;3;1;1;1;1;1;1;#¡NULO!;1;1;1;1;1;10;1;1;1;1;1;1;1;98;2;68;13;68.00;1.913;5;6;1.00;1.00;0.00;2.00;0.00;1.00;0.00;1.00;1.00;0.00;0.00;0.00;0.00;1.00;0.00;1.00;1.00;3.00;-1.32494;-0.79711;-0.50;7
1.528;3;3;3;3;3;3;3;2;4;2;1;7;3;#¡NULO!;2;2;2;2;2;2;2;2;1;1;7;10;1;3;2;2;19;21;19.00;1.962;6;#¡NULO!;4.00;1.00;0.00;0.00;2.00;0.00;1.00;0.00;1.00;1.00;0.00;0.00;0.00;0.00;0.00;0.00;3.00;3.00;2.10815;0.29344;-0.04;1
1.529;3;3;3;3;3;3;1;2;3;2;1;6;2;1;2;2;2;2;2;2;3;2;1;1;5;6;1;1;1;1;32;21;32.00;1.949;1;1;4.00;2.00;0.00;0.00;1.00;0.00;0.00;0.00;1.00;1.00;0.00;0.00;0.00;0.00;0.00;1.00;2.00;3.00;0.42695;0.19610;1.28;5
1.530;3;3;3;3;3;3;3;1;2;2;1;2;1;1;2;1;2;1;1;1;4;#¡NULO!;1;2;3;2;5;5;4;1;34;17;34.00;1.947;1;2;1.00;0.00;1.00;2.00;0.00;0.00;0.00;1.00;1.00;0.00;1.00;0.00;0.00;0.00;0.00;0.00;3.00;3.00;0.25508;0.56360;-0.82;5
1.531;3;3;3;3;3;3;3;2;2;2;1;2;1;1;1;1;2;2;#¡NULO!;1;9;1;1;1;2;3;5;1;2;1;51;17;51.00;1.930;1;4;1.00;2.00;0.00;0.00;1.00;0.00;0.00;1.00;1.00;0.00;0.00;1.00;0.00;1.00;0.00;1.00;2.00;1.00;-0.56530;-0.97316;-1.36;5
1.532;3;3;3;3;3;3;3;2;1;2;1;2;1;1;1;1;1;1;1;1;9;1;1;1;1;2;4;2;1;2;34;12;34.00;1.947;1;3;1.00;1.00;0.00;2.00;0.00;0.00;0.00;1.00;1.00;0.00;0.00;1.00;0.00;1.00;0.00;1.00;3.00;2.00;-0.58817;-1.49260;-0.78;5
1.533;1;3;3;3;3;3;3;2;1;1;1;1;1;1;1;1;1;1;1;1;10;1;1;1;1;1;1;1;1;2;44;13;44.00;1.937;1;5;1.00;2.00;1.00;0.00;0.00;1.00;0.00;1.00;0.00;0.00;1.00;0.00;0.00;1.00;0.00;1.00;2.00;3.00;-1.43677;0.96663;-0.25;6
1.534;2;1;3;3;3;3;1;2;3;3;1;3;1;1;1;2;2;2;2;1;4;1;2;5;5;5;4;2;2;1;24;14;24.00;1.957;6;#¡NULO!;3.00;2.00;0.00;1.00;0.00;1.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;1.00;1.00;3.00;3.00;-0.35765;-1.68756;-0.76;4
1.535;3;3;3;3;3;1;3;2;2;3;1;2;2;1;1;1;#¡NULO!;#¡NULO!;#¡NULO!;#¡NULO!;5;2;2;2;2;2;2;3;98;1;36;14;36.00;1.945;1;2;1.00;1.00;0.00;2.00;0.00;0.00;1.00;0.00;1.00;0.00;0.00;1.00;0.00;0.00;0.00;0.00;2.00;1.00;0.71246;-2.09530;-0.42;5
1.536;1;3;3;3;3;3;1;2;4;3;1;2;1;1;1;1;1;1;1;1;6;1;4;8;8;8;1;5;98;2;25;16;25.00;1.956;1;#¡NULO!;2.00;2.00;0.00;1.00;0.00;1.00;0.00;0.00;1.00;0.00;1.00;0.00;0.00;0.00;0.00;1.00;3.00;2.00;-1.00771;0.45397;-1.91;#¡NULO!
1.537;1;3;3;3;3;3;3;2;1;2;1;2;1;1;1;1;1;2;1;1;8;1;1;1;1;1;3;2;98;1;58;12;58.00;1.923;1;4;1.00;1.00;0.00;2.00;0.00;0.00;0.00;0.00;1.00;0.00;0.00;0.00;0.00;0.00;0.00;1.00;3.00;3.00;-0.13385;-0.43638;-1.00;5
