v3;v10;v11;v12;v13;v14;v15;v16;v17;v18;v19;v20;v21;v22;v23;v24;v27;v28;v30;v31;v32;v33;v34;v35;v37;v51;v52;v53;v54;v55;v57;v64;v65;v66;v75;v76;v77;v78;v79;v80;v81;v82;v83;v84;v85;v86;v87;v88;v89;v90;v91;v92;v93;v94;v95;v96;v106;v107;v110;v111;v112;v113;v114;v115;v116;v117;v118;v119;v120;v121;v122;v123;v124;v135;v136;v137;v138;v140;v141;v144;v145;v146;v177;v178;v179;v180;v181;v182;v183;v184;v185;v186;v187;v188;v189;v190;v191;v192;v193;v194;v195;v196;v197;v198;v199;v200;v201;v202;v203;v204;v205;v210;v214;v215;v216;v218;v219;v220;v221;v222;v223;v224;v226;v227;v229;v232;v233;v234;v238;natwave;v1000mpm;v1010mpm;agegroup;grupoeda;v197n;v9r;jovenes;v22r;v182r;v183r;v190r;añonac;GENERAC;configle;misa;prelig;tiporeli;tiporelr;ideolor2;genero;claser;añoeduc;EUROCAT;impdior;ideolor;ideolo;dios;vida;infierno;pecado;IMPDIO;order;moresay;prices;speech;maneras;indep;trduro;respon;imag;toleran;ahorro;determi;ferelig;noego;obedien;intpoli;menosdin;INDIV;AUTOEX;STATUS;STATUSR;edadnuev
95;2;4;1;1;1;1;2;1;2;2;2;2;2;2;1;2;3;3;3;3;3;3;3;2;1;2;1;1;2;2;8;7;7;1;2;1;2;2;2;1;1;1;1;1;2;2;#¡NULO!;6;#¡NULO!;5;1;#¡NULO!;2;2;3;1;4;1;1;2;3;1;1;2;1;3;3;1;3;2;9;2;3;2;3;3;4;2;3;3;3;3;2;1;#¡NULO!;2;1;1;1;1;2;2;1;1;7;1;1;2;4;1;1;2;1;1;2;4;1;3;5;1;4;2;60;21;21;1;6;#¡NULO!;2;#¡NULO!;3;1;#¡NULO!;0;3;1;#¡NULO!;0;81;2;9;1;2;2;8;1;2;1;1;3;1.964;#¡NULO!;0;1;1;2;3;9;0;5;21;4;7;9;3;1;1;2;1;2;2;0;0;1;1;1;0;1;0;0;0;0;0;0;1;4;3;0.21910;0.84462;2.359141163132;2.515269871015;17.00
97;1;1;2;2;1;2;2;2;2;1;1;2;2;2;1;2;3;3;3;3;3;3;3;2;2;2;1;1;2;2;5;3;6;1;1;1;1;1;1;1;1;1;1;1;1;4;3;6;#¡NULO!;2;1;1;1;1;3;1;3;2;3;1;3;1;2;1;#¡NULO!;2;2;2;2;2;3;2;2;2;4;4;3;3;4;4;3;3;1;1;#¡NULO!;4;2;1;1;1;1;1;1;1;8;2;1;2;2;3;2;3;1;2;2;3;2;1;3;3;98;2;60;21;14;1;5;#¡NULO!;2;#¡NULO!;5;3;3;0;3;1;#¡NULO!;0;81;1;9;1;2;3;8;1;2;2;1;3;1.964;#¡NULO!;1;0;0;2;3;3;0;3;14;4;8;3;1;1;1;1;1;2;2;0;1;0;1;0;0;0;0;1;1;0;0;0;1;2;1;-0.96191;-1.46222;-0.569803259448;-0.439876079101;17.00
99;2;1;1;1;2;2;2;1;2;1;2;1;2;2;2;2;3;3;3;3;3;1;3;1;2;2;2;2;2;2;10;7;5;1;2;2;2;2;1;2;2;2;1;2;1;1;2;6;#¡NULO!;3;1;2;2;2;2;1;3;1;2;3;2;1;1;1;2;2;3;1;3;3;8;3;2;1;2;3;3;2;3;4;2;1;2;1;#¡NULO!;3;1;1;1;1;1;1;1;1;10;1;1;1;6;2;1;1;1;1;1;1;1;3;1;1;4;2;57;24;21;1;3;3;2;#¡NULO!;1;1;5;0;3;1;6;0;81;1;9;1;2;1;8;1;2;1;1;4;1.964;#¡NULO!;1;0;1;2;3;8;0;5;21;4;10;8;3;1;1;1;1;1;2;0;1;0;0;0;0;1;0;1;0;1;0;0;0;3;2;0.02776;0.34137;2.161158314520;2.061912638323;17.00
101;2;1;1;2;2;1;2;1;1;2;2;2;2;2;1;#¡NULO!;3;3;3;3;3;3;3;2;2;2;1;1;2;2;9;8;7;1;2;2;1;2;2;2;1;2;2;1;#¡NULO!;2;3;6;#¡NULO!;3;1;1;2;1;1;2;4;#¡NULO!;1;1;3;2;1;2;2;3;2;1;3;2;3;2;3;3;3;2;2;3;2;3;3;1;2;1;#¡NULO!;7;#¡NULO!;1;2;1;2;2;1;2;5;2;1;1;1;1;1;10;5;3;8;8;3;5;3;2;2;2;60;21;21;1;2;4;2;#¡NULO!;6;2;9;0;1;1;#¡NULO!;0;81;3;9;1;2;10;8;1;2;8;1;2;1.964;#¡NULO!;0;0;0;4;1;3;0;4;21;4;5;3;1;1;2;2;2;3;0;2;0;1;0;1;0;1;1;0;0;0;0;0;1;3;3;2.10675;0.66208;1.325030977706;0.998627302315;17.00
104;4;5;2;#¡NULO!;2;2;2;1;1;2;2;2;2;2;2;1;3;3;3;3;3;3;3;2;2;2;1;2;2;2;10;5;9;1;2;2;2;2;1;2;2;1;1;1;1;4;3;6;#¡NULO!;2;#¡NULO!;2;1;1;1;2;4;2;1;1;3;3;3;3;3;2;2;1;2;2;#¡NULO!;1;4;4;3;3;3;4;4;4;4;2;2;10;#¡NULO!;7;2;2;2;2;2;2;2;2;1;1;10;10;10;5;1;10;#¡NULO!;10;10;10;10;5;1;1;98;2;59;22;21;1;6;#¡NULO!;2;#¡NULO!;3;1;#¡NULO!;0;3;1;#¡NULO!;0;81;3;9;1;2;10;8;1;2;2;2;1;1.964;#¡NULO!;0;0;0;4;1;5;0;5;21;4;1;#¡NULO!;4;2;2;2;2;4;0;2;0;1;0;0;0;1;1;0;0;0;0;0;0;2;3;1.73897;0.77920;2.359141163132;2.515269871015;17.00
107;2;2;1;2;2;1;1;2;1;2;2;2;2;2;2;1;3;3;3;3;3;3;3;2;2;2;2;2;1;2;4;6;7;2;2;1;2;2;2;2;2;2;2;1;2;2;2;6;#¡NULO!;2;1;1;2;2;2;1;3;1;1;3;1;1;3;3;3;2;2;2;3;3;6;3;2;2;2;2;3;3;3;3;3;3;3;1;#¡NULO!;2;2;1;1;1;2;2;2;2;7;#¡NULO!;10;1;3;3;3;2;5;1;10;6;3;3;1;2;98;1;57;24;21;2;2;3;2;#¡NULO!;2;2;7;0;3;1;#¡NULO!;0;81;1;9;1;2;2;8;1;2;2;1;3;1.964;#¡NULO!;1;1;0;1;4;6;1;4;21;4;7;6;3;1;1;2;2;2;2;0;1;0;0;1;1;0;1;0;0;0;0;0;0;2;3;0.72550;-0.85957;1.637146466556;1.433071842314;17.00
108;2;3;1;1;2;2;1;1;2;1;2;1;2;2;1;2;3;3;3;3;3;3;3;2;1;2;2;1;2;2;4;10;5;1;1;1;1;1;1;1;1;1;1;1;2;4;2;1;1;2;1;1;2;1;1;2;1;1;1;3;2;1;1;2;3;#¡NULO!;3;#¡NULO!;3;3;#¡NULO!;2;2;2;2;2;2;2;2;2;2;2;2;1;#¡NULO!;7;#¡NULO!;#¡NULO!;#¡NULO!;#¡NULO!;#¡NULO!;#¡NULO!;#¡NULO!;#¡NULO!;5;#¡NULO!;1;1;1;1;1;1;1;1;3;3;1;2;3;1;98;1;55;26;17;#¡NULO!;1;8;1;0;0;4;4;0;3;1;#¡NULO!;0;81;2;9;2;3;1;8;1;2;8;8;2;1.964;#¡NULO!;1;0;0;2;3;5;1;2;17;4;5;#¡NULO!;4;2;2;2;2;3;1;2;0;0;0;0;1;1;0;1;0;1;0;0;1;2;3;0.05218;1.41576;-0.914848506630;-1.299760395403;17.00
109;2;3;1;1;2;2;2;1;2;1;2;2;2;2;1;1;3;3;3;3;3;3;3;2;2;2;2;2;2;2;7;8;8;2;2;1;2;2;2;2;2;2;1;2;1;4;3;1;1;2;1;1;2;3;1;2;#¡NULO!;1;1;3;2;1;1;3;3;2;3;#¡NULO!;3;3;#¡NULO!;2;1;1;2;1;1;2;2;2;2;1;2;1;#¡NULO!;4;1;1;1;1;1;1;1;1;10;1;1;1;1;1;1;1;1;1;5;5;1;2;3;2;98;2;59;22;16;#¡NULO!;5;#¡NULO!;2;#¡NULO!;8;4;4;0;3;1;#¡NULO!;0;81;9;9;1;2;1;8;1;2;1;1;4;1.964;#¡NULO!;1;0;1;2;3;5;0;2;16;4;10;#¡NULO!;4;1;1;1;1;1;0;2;0;0;0;0;0;1;0;1;0;0;0;0;1;2;3;0.24970;1.58431;-0.964243083145;-1.274584883273;17.00
110;3;3;1;1;2;2;2;1;2;1;2;2;1;2;2;1;3;3;3;3;3;3;3;2;2;2;1;1;2;2;7;5;8;1;2;2;2;1;1;1;2;2;2;2;1;2;3;6;#¡NULO!;5;1;1;2;2;3;1;4;1;1;1;1;1;1;1;3;3;3;2;3;3;6;#¡NULO!;2;2;2;4;4;1;4;4;4;2;2;1;#¡NULO!;2;1;1;1;1;1;1;1;1;5;1;1;1;3;1;1;1;1;1;1;1;1;5;3;1;98;2;57;24;21;2;1;5;1;0;0;2;4;0;3;1;#¡NULO!;0;81;2;9;1;2;1;8;1;1;1;1;2;1.964;#¡NULO!;1;1;1;1;4;6;0;4;21;4;5;6;3;1;1;1;1;3;2;0;0;1;0;0;0;1;0;1;0;0;1;0;0;2;3;-0.39107;1.40563;0.801050901446;0.361936272261;17.00
114;3;2;1;2;2;1;2;1;1;1;2;2;2;2;2;1;3;3;3;3;3;3;3;1;2;2;2;2;2;2;5;6;8;1;1;1;1;1;2;1;2;2;1;1;2;2;2;6;#¡NULO!;8;1;2;1;1;1;4;3;#¡NULO!;1;1;1;1;2;1;2;1;2;1;2;2;3;1;4;4;3;2;2;3;3;3;3;2;2;10;#¡NULO!;7;2;2;2;2;2;2;2;2;1;2;3;5;5;3;1;8;5;7;10;10;6;3;5;3;98;1;58;23;21;2;1;9;1;0;0;4;3;0;3;1;#¡NULO!;0;81;2;9;1;2;8;8;1;2;2;2;1;1.964;#¡NULO!;0;0;0;4;1;3;1;2;21;4;1;3;1;2;2;2;2;4;0;0;1;2;0;1;0;1;1;1;0;0;0;0;0;3;3;2.21854;0.24170;-0.824062693993;-1.701723425455;17.00
116;3;2;1;1;2;1;2;1;1;1;2;2;2;2;2;2;3;3;3;3;1;3;3;2;2;2;1;2;1;2;3;4;4;2;1;1;2;2;1;2;2;2;2;1;1;4;1;6;#¡NULO!;1;1;1;1;1;1;4;1;1;1;1;1;1;1;1;2;1;2;1;2;2;4;2;3;2;2;2;2;3;3;3;2;1;2;1;#¡NULO!;7;1;1;#¡NULO!;#¡NULO!;1;2;2;#¡NULO!;6;2;1;1;1;1;1;3;5;7;8;4;5;1;2;3;98;1;57;24;21;2;2;5;2;#¡NULO!;10;3;6;0;3;1;#¡NULO!;0;81;2;9;1;2;3;8;1;2;1;1;2;1.965;#¡NULO!;0;0;1;3;2;4;1;3;21;4;6;4;1;1;2;2;2;3;1;0;0;2;0;1;0;1;1;1;0;0;0;0;0;3;3;1.90609;0.92141;0.367715906576;0.039387987909;16.00
119;3;3;1;#¡NULO!;2;1;2;2;1;1;2;2;2;2;2;2;3;3;3;1;2;3;3;2;2;2;1;2;2;2;4;6;3;2;1;2;2;1;1;1;2;2;1;2;2;4;2;6;#¡NULO!;#¡NULO!;2;2;1;1;1;4;2;2;1;1;3;3;2;2;1;3;2;3;2;1;1;1;4;4;4;4;4;4;4;4;4;1;#¡NULO!;10;#¡NULO!;7;#¡NULO!;2;1;2;2;2;2;2;1;2;10;10;10;10;1;10;10;10;10;10;10;5;2;4;77;1;58;23;18;1;7;#¡NULO!;2;#¡NULO!;9;4;4;0;3;1;#¡NULO!;0;81;3;9;1;2;10;8;1;2;8;2;1;1.965;#¡NULO!;0;0;0;4;1;1;1;2;18;4;1;1;1;2;1;2;2;4;0;1;0;2;0;1;0;0;1;1;0;0;0;0;0;4;3;2.62123;0.69778;-0.970760590950;-1.557645497210;16.00
122;2;3;1;1;1;2;2;1;2;2;2;2;1;2;1;2;1;1;2;1;3;3;1;2;2;2;2;1;2;2;6;7;6;1;2;1;2;1;2;2;2;2;1;1;2;2;3;6;#¡NULO!;2;1;2;2;3;1;1;3;1;1;3;1;1;1;1;2;2;2;1;2;2;7;2;3;2;3;3;4;3;3;3;3;2;2;1;#¡NULO!;2;1;1;1;1;2;2;2;1;10;1;1;1;5;1;1;3;5;3;3;1;5;3;2;1;98;2;56;25;21;1;1;4;2;#¡NULO!;12;2;7;0;3;1;#¡NULO!;0;81;1;9;2;3;3;8;1;1;1;1;4;1.965;#¡NULO!;0;1;1;2;3;7;0;4;21;4;10;7;3;1;1;2;1;1;2;0;1;0;1;0;0;1;0;0;0;0;1;0;1;3;3;-1.17938;0.31902;1.407038381244;1.069118639817;16.00
124;1;1;2;2;2;1;2;1;1;1;2;2;2;2;2;2;3;3;3;3;3;3;3;2;1;2;1;2;2;2;1;3;4;1;1;1;1;1;1;1;1;1;1;1;1;4;2;6;#¡NULO!;#¡NULO!;1;2;1;1;3;3;4;2;1;1;3;2;1;2;2;1;1;1;3;3;1;1;2;4;3;3;4;2;3;4;3;1;2;10;#¡NULO!;7;2;1;2;2;2;2;2;2;5;2;3;4;2;5;6;1;1;3;2;4;3;4;3;3;3;2;57;24;14;2;1;9;1;0;0;4;2;0;3;1;#¡NULO!;0;81;2;9;1;2;1;8;1;2;2;1;2;1.965;#¡NULO!;1;0;0;2;3;1;0;2;14;4;5;1;1;1;2;2;2;3;0;0;2;1;0;1;0;1;1;1;0;0;0;0;0;3;3;1.80896;-0.24926;-1.589368375426;-1.843597806836;16.00
125;4;3;2;2;2;2;1;1;1;1;2;1;2;2;2;2;1;1;3;3;3;3;3;2;2;2;1;2;2;2;1;5;1;1;1;1;1;1;2;1;1;1;1;1;1;2;1;6;#¡NULO!;3;1;1;2;2;1;3;4;#¡NULO!;1;1;1;1;1;3;3;1;2;1;2;2;1;2;2;3;3;1;2;3;2;4;4;3;2;1;#¡NULO!;2;1;1;1;2;2;2;2;1;5;2;1;3;1;5;1;3;1;5;10;6;5;1;2;3;3;1;59;22;14;1;7;#¡NULO!;2;#¡NULO!;8;4;3;0;3;1;#¡NULO!;0;81;2;9;1;2;3;8;1;2;1;1;2;1.965;#¡NULO!;1;1;1;1;4;1;1;2;14;4;5;1;1;1;1;2;1;3;0;0;2;1;0;0;1;1;1;1;0;1;0;0;0;2;3;1.26473;-0.64241;-1.295225560448;-1.483225244564;16.00
129;4;2;2;#¡NULO!;1;1;2;1;2;2;2;1;2;2;2;1;2;3;3;3;1;3;1;1;2;2;2;2;2;2;6;6;8;1;1;2;1;2;2;2;2;1;2;2;1;1;3;6;#¡NULO!;2;2;1;1;2;2;1;2;1;1;2;3;2;3;2;2;2;3;1;2;3;4;2;2;2;3;3;2;3;3;2;3;2;2;1;#¡NULO!;3;2;#¡NULO!;#¡NULO!;2;1;2;2;#¡NULO!;5;2;2;2;4;4;1;5;3;3;3;3;5;3;2;1;1;1;59;22;21;2;6;#¡NULO!;2;#¡NULO!;5;3;4;0;3;1;#¡NULO!;0;81;2;9;1;2;5;8;1;2;2;8;2;1.965;#¡NULO!;1;0;0;2;3;4;1;3;21;4;5;4;1;2;2;2;2;3;2;1;0;0;1;1;0;1;0;0;0;1;0;0;0;3;3;0.51047;0.92932;0.256201249990;-0.231235717809;16.00
132;3;4;1;#¡NULO!;2;1;2;1;1;2;2;2;2;2;2;1;3;3;3;3;3;3;3;2;2;2;2;2;2;2;5;6;1;1;2;2;2;2;1;1;2;2;1;2;1;1;1;6;#¡NULO!;8;2;2;2;2;1;1;#¡NULO!;1;1;3;3;2;2;3;3;2;2;1;2;2;4;2;4;3;3;3;3;3;3;3;3;4;2;8;#¡NULO!;7;2;1;1;1;2;2;1;2;5;#¡NULO!;1;3;3;6;2;5;2;1;10;10;10;3;2;#¡NULO!;98;2;60;21;21;1;6;#¡NULO!;2;#¡NULO!;3;1;#¡NULO!;0;3;1;#¡NULO!;0;81;9;9;1;2;5;8;1;2;2;1;2;1.965;#¡NULO!;0;0;0;4;1;4;0;5;21;4;5;4;1;1;1;2;2;3;2;0;0;0;0;1;0;1;1;0;0;0;0;0;0;2;3;0.85827;0.32277;2.359141163132;2.515269871015;16.00
133;2;2;1;1;2;2;2;1;2;1;2;2;1;2;2;2;1;3;3;3;3;3;2;2;2;2;1;1;2;2;5;4;5;2;1;1;2;2;1;1;1;1;1;1;1;2;1;6;#¡NULO!;4;1;#¡NULO!;2;2;2;1;2;#¡NULO!;1;3;2;1;1;3;3;2;3;1;3;3;8;2;2;2;3;3;3;2;3;3;3;2;1;1;#¡NULO!;1;1;1;1;1;1;1;1;1;6;1;1;1;5;2;1;1;1;1;1;1;1;3;1;1;98;2;58;23;18;1;1;4;2;#¡NULO!;3;2;6;0;3;1;#¡NULO!;0;81;2;9;1;2;1;8;1;1;1;1;2;1.965;#¡NULO!;1;1;1;1;4;8;0;4;18;4;6;8;3;1;1;1;1;3;2;1;0;0;0;0;0;1;0;1;0;0;1;0;0;2;3;-0.60495;1.78512;1.261676014690;1.293682764486;16.00
134;2;5;1;1;2;2;2;1;2;1;2;2;2;1;2;2;3;3;3;3;3;3;3;1;2;2;2;2;2;2;5;7;7;1;2;2;2;2;1;1;1;1;1;1;1;3;2;6;#¡NULO!;5;1;1;2;2;3;1;3;1;1;3;2;2;1;1;3;3;3;3;3;3;#¡NULO!;1;3;2;3;4;4;2;4;2;2;2;2;1;#¡NULO!;2;2;1;1;1;1;1;1;1;7;#¡NULO!;6;3;5;1;4;2;6;1;3;2;5;3;5;1;98;1;58;23;21;1;6;#¡NULO!;2;#¡NULO!;12;1;8;0;3;1;#¡NULO!;0;81;1;9;1;2;2;8;1;2;2;1;3;1.965;#¡NULO!;0;1;0;4;1;5;1;5;21;4;7;#¡NULO!;4;1;1;1;1;2;2;0;1;0;0;0;0;1;0;1;0;0;0;1;0;2;3;-0.06333;-0.46949;1.829107894674;1.617608529066;16.00
136;3;1;2;2;2;1;2;1;1;1;2;2;2;2;2;1;3;3;3;3;3;3;3;2;2;2;1;2;2;2;1;3;1;1;1;1;1;1;1;1;1;1;1;1;1;3;3;6;#¡NULO!;#¡NULO!;2;2;1;1;3;3;1;2;1;1;3;1;1;2;4;2;2;1;2;2;1;1;4;4;4;3;2;4;3;3;4;2;1;10;#¡NULO!;7;3;2;2;2;2;2;2;2;1;2;10;10;5;5;1;1;1;10;10;6;5;1;3;4;98;1;61;20;16;1;3;9;2;#¡NULO!;9;4;#¡NULO!;0;3;1;#¡NULO!;0;81;1;9;1;1;1;8;1;2;3;2;1;1.965;#¡NULO!;0;0;0;4;1;1;1;2;16;4;1;1;1;2;2;2;2;4;1;0;2;0;0;1;0;1;1;1;0;0;0;0;0;1;3;0.84178;-0.47661;-1.390393772239;-1.899402986293;16.00
139;3;3;1;1;2;2;2;1;2;1;2;2;2;2;2;2;3;3;3;3;3;3;3;2;2;2;2;2;2;2;5;7;4;2;1;1;1;2;1;1;1;1;1;2;1;2;3;6;#¡NULO!;4;2;2;2;1;1;2;#¡NULO!;1;1;1;1;1;1;1;4;3;#¡NULO!;2;2;3;5;2;3;4;3;2;4;3;3;3;2;1;3;1;#¡NULO!;7;2;2;2;1;2;2;2;2;2;2;6;10;10;1;2;2;2;8;10;9;1;3;1;2;98;2;59;22;19;1;1;5;2;#¡NULO!;8;3;4;0;3;1;#¡NULO!;0;81;9;9;1;2;2;8;1;2;2;2;1;1.965;#¡NULO!;0;0;0;4;1;5;0;3;19;4;2;5;2;2;2;2;2;4;0;2;0;0;0;0;0;1;0;1;0;0;0;0;0;1;3;0.42282;1.57786;-0.172456912120;-0.413169001738;16.00
143;3;2;1;#¡NULO!;2;1;1;1;1;2;2;2;2;2;2;1;3;3;3;3;3;3;3;2;2;2;1;2;2;2;10;5;6;1;1;1;2;1;1;1;1;1;1;1;1;4;3;6;#¡NULO!;8;#¡NULO!;2;1;1;1;2;3;1;1;1;1;3;3;1;2;1;1;1;1;2;2;1;3;3;2;2;2;3;1;3;4;1;1;1;#¡NULO!;7;3;2;2;2;2;1;2;2;5;2;5;10;5;5;1;10;10;10;10;5;5;3;4;#¡NULO!;98;1;61;20;15;1;7;#¡NULO!;2;#¡NULO!;8;3;6;0;3;1;#¡NULO!;0;81;2;9;1;1;10;8;1;2;3;2;2;1.965;#¡NULO!;0;0;0;4;1;2;1;3;15;4;5;2;1;2;2;1;2;3;0;2;1;0;0;1;1;1;1;0;0;0;0;0;0;3;3;1.77999;0.35239;-0.410586648166;-0.420663701096;16.00
144;9;2;2;#¡NULO!;2;1;2;1;1;1;2;2;2;2;2;1;3;3;3;3;3;3;3;2;2;2;1;2;1;2;10;1;5;1;1;1;2;2;1;2;1;2;2;1;1;4;#¡NULO!;6;#¡NULO!;#¡NULO!;2;1;1;1;1;2;3;#¡NULO!;1;1;2;2;2;1;3;1;2;1;2;2;2;1;4;4;4;3;3;4;1;3;4;2;3;1;#¡NULO!;7;2;1;#¡NULO!;#¡NULO!;2;1;2;2;1;2;#¡NULO!;10;5;8;1;10;10;10;10;5;10;5;4;1;98;1;58;23;18;1;7;#¡NULO!;2;#¡NULO!;2;1;#¡NULO!;0;3;1;#¡NULO!;0;81;2;9;1;2;10;8;1;2;2;1;1;1.965;#¡NULO!;0;0;0;4;1;2;1;5;18;4;1;2;1;1;2;1;2;4;0;2;1;0;0;1;0;1;1;1;0;0;0;0;0;2;3;1.66822;0.79263;1.409404178332;1.795949449426;16.00
145;1;3;1;1;2;2;2;1;2;2;2;1;1;2;2;1;1;3;3;2;3;3;3;1;1;2;1;1;1;2;10;10;10;2;2;1;2;2;2;2;1;1;1;1;1;1;1;1;1;8;1;1;2;2;2;1;3;1;1;1;2;1;1;1;2;3;3;1;3;3;9;2;1;1;2;3;3;2;2;2;1;2;1;1;#¡NULO!;1;1;1;1;1;1;1;1;1;10;1;1;1;1;1;1;1;1;1;1;1;1;3;5;1;4;2;58;23;20;#¡NULO!;5;#¡NULO!;2;#¡NULO!;3;1;#¡NULO!;0;3;1;#¡NULO!;0;81;1;9;1;2;1;8;1;1;1;1;4;1.965;#¡NULO!;1;1;1;1;4;9;0;5;20;4;10;9;3;1;1;1;1;1;2;0;1;0;0;0;0;1;0;0;0;1;1;0;0;3;3;-0.14390;0.20641;2.192613601585;2.515269871015;16.00
149;1;1;2;1;2;2;2;1;2;1;2;2;2;2;2;1;3;3;3;3;3;3;3;2;2;2;1;2;2;2;10;8;6;1;2;2;2;1;2;1;2;2;1;1;2;4;2;6;#¡NULO!;3;2;2;1;2;1;1;2;2;1;2;1;2;1;1;3;2;2;1;2;2;3;2;3;3;4;4;4;4;4;4;3;2;2;2;#¡NULO!;7;1;1;1;1;2;2;2;2;8;2;5;5;7;7;1;2;2;2;9;10;10;5;3;2;98;2;62;19;21;1;6;#¡NULO!;2;#¡NULO!;3;1;#¡NULO!;0;3;1;#¡NULO!;0;81;2;9;1;1;2;8;1;2;1;1;3;1.965;#¡NULO!;0;0;1;3;2;3;0;5;21;4;8;3;1;1;1;2;2;2;2;1;0;0;0;0;0;1;0;1;0;0;0;0;0;2;3;-0.27953;1.73528;2.359141163132;2.515269871015;16.00
150;1;1;2;1;2;2;2;1;2;1;2;2;2;2;2;1;3;3;3;3;3;3;3;2;2;2;2;2;2;2;4;6;5;1;2;1;2;1;1;1;2;1;1;2;1;2;2;6;#¡NULO!;4;2;2;2;1;1;1;4;1;1;2;1;1;1;1;2;3;3;1;2;2;3;2;4;2;3;3;2;2;2;2;2;3;2;1;#¡NULO!;3;#¡NULO!;1;1;1;2;2;1;2;8;1;2;2;5;1;1;2;2;2;10;5;5;3;4;1;98;2;60;21;21;1;6;#¡NULO!;2;#¡NULO!;#¡NULO!;1;#¡NULO!;0;3;1;#¡NULO!;0;81;2;9;1;2;2;8;1;2;8;1;3;1.965;#¡NULO!;0;0;0;4;1;3;0;5;21;4;8;3;1;1;1;2;2;2;2;0;0;1;0;0;0;1;0;1;0;0;0;0;0;3;3;0.05692;1.56384;2.233413039787;2.467303442888;16.00
152;2;1;2;1;2;1;2;1;2;1;2;2;2;2;2;1;3;3;3;3;3;3;3;2;2;2;2;2;2;2;10;7;7;1;2;1;2;1;1;1;1;1;1;1;1;1;2;6;#¡NULO!;4;1;1;2;2;2;1;3;1;1;2;2;1;1;1;2;2;3;2;3;3;6;2;2;2;3;3;3;2;2;2;2;2;2;1;#¡NULO!;1;1;1;1;1;1;1;1;1;10;1;2;1;4;2;1;1;1;1;2;1;1;3;2;1;98;1;57;24;21;1;6;#¡NULO!;2;#¡NULO!;3;1;#¡NULO!;0;3;1;#¡NULO!;0;81;1;9;1;2;1;8;1;2;1;1;4;1.965;#¡NULO!;1;1;1;1;4;6;1;5;21;4;10;6;3;1;1;1;1;1;2;0;1;0;0;1;0;1;0;1;0;0;0;0;0;3;3;0.18824;0.94931;2.359141163132;2.515269871015;16.00
153;1;1;1;1;2;1;1;1;2;1;2;2;2;2;2;1;3;1;3;3;3;3;3;1;1;2;1;1;1;2;10;8;8;1;1;1;1;1;1;1;1;1;1;1;1;1;1;6;#¡NULO!;5;1;1;2;2;2;1;3;1;1;2;1;1;1;3;2;2;2;1;2;2;8;2;2;2;2;3;2;2;2;2;2;2;1;1;#¡NULO!;2;1;1;1;1;1;1;1;1;10;1;1;1;2;1;1;1;1;1;1;1;1;5;3;1;4;1;57;24;21;1;6;#¡NULO!;2;#¡NULO!;3;1;#¡NULO!;0;3;1;6;0;81;1;9;1;2;1;8;1;2;1;1;4;1.965;#¡NULO!;1;1;1;1;4;8;1;5;21;4;10;8;3;1;1;1;1;1;2;0;1;0;0;1;1;1;0;1;0;0;0;0;0;3;3;-0.02463;0.92899;2.359141163132;2.515269871015;16.00
155;2;3;2;2;2;2;2;1;2;1;2;2;2;2;2;1;3;3;3;3;3;3;3;2;2;2;1;1;1;2;2;7;9;1;2;2;2;2;2;1;2;2;2;2;1;1;2;1;1;8;1;1;1;1;2;2;1;2;1;1;1;1;1;3;2;2;2;1;3;3;5;2;3;3;3;3;3;2;3;3;3;2;1;1;#¡NULO!;5;2;1;1;1;2;2;2;2;6;2;3;1;5;1;1;1;1;4;8;1;1;3;2;2;98;1;59;22;21;#¡NULO!;1;7;1;0;0;3;4;0;3;1;#¡NULO!;0;81;2;9;1;2;1;8;1;2;2;1;2;1.965;#¡NULO!;0;0;0;4;1;5;1;3;21;4;6;5;2;1;1;2;2;3;1;2;0;0;0;0;0;1;0;1;0;0;0;0;0;3;3;0.35121;2.13408;-0.118317517310;-0.669756161806;16.00
156;1;2;1;1;1;2;2;2;2;1;2;2;1;2;1;2;3;3;3;3;3;3;3;2;2;2;1;2;2;2;8;10;10;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;#¡NULO!;4;1;1;2;2;2;1;3;1;1;1;1;1;1;1;2;2;2;2;2;3;9;2;1;1;2;4;3;1;3;3;2;2;2;1;#¡NULO!;2;1;1;1;1;1;1;1;1;10;1;5;1;5;1;1;1;1;1;1;1;1;5;2;1;98;2;56;25;21;#¡NULO!;6;#¡NULO!;2;#¡NULO!;3;1;7;0;3;1;#¡NULO!;0;81;1;9;2;3;1;8;1;1;1;1;4;1.965;#¡NULO!;1;1;1;1;4;9;0;5;21;4;10;9;3;1;1;1;1;1;2;0;1;0;1;0;0;0;0;1;0;0;1;0;1;3;3;-1.29704;0.32456;2.053452312951;2.045855430718;16.00
